timestamp,price,mode,accepted
2026-09-16T05:45:37.380691491Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.397738201Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.404021614Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.409753259Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.415173969Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.420734131Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.425722674Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.430900367Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.435677501Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.440231065Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.444547619Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.449199858Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.453388136Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.457607233Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.462176151Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.466372260Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.470455137Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.474621002Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.479272600Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.483475275Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.487299113Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.491094529Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.495141058Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.498849023Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.502623843Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.506400905Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.510523473Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.515005691Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.519385821Z,1000000000.0,NORMAL,true
2026-09-16T05:45:37.523265267Z,1000000000.0,NORMAL,true
2026-09-16T05:45:43.629493187Z,1000000033.0,NORMAL,true
2026-09-16T05:45:43.631896788Z,5000000033.0,NORMAL,true
2026-09-16T05:45:43.724881084Z,1000000132.0,NORMAL,true
2026-09-16T05:45:43.726313638Z,5000000131.0,NORMAL,true
2026-09-16T05:45:43.824154498Z,5000000231.0,NORMAL,true
2026-09-16T05:45:43.825385042Z,1000000233.0,NORMAL,true
2026-09-16T05:45:43.923762625Z,1000000332.0,NORMAL,true
2026-09-16T05:45:43.924952455Z,5000000332.0,NORMAL,true
2026-09-16T05:45:44.024693520Z,1000000432.0,NORMAL,true
2026-09-16T05:45:44.082098391Z,5000000432.0,NORMAL,true
2026-09-16T05:45:44.123801723Z,5000000531.0,NORMAL,true
2026-09-16T05:45:44.125543021Z,1000000533.0,NORMAL,true
2026-09-16T05:45:44.223305199Z,1000000632.0,NORMAL,true
2026-09-16T05:45:44.224624163Z,5000000631.0,NORMAL,true
2026-09-16T05:45:44.323858616Z,5000000732.0,NORMAL,true
2026-09-16T05:45:44.325380535Z,1000000733.0,NORMAL,true
2026-09-16T05:45:44.423680644Z,1000000832.0,NORMAL,true
2026-09-16T05:45:44.425046352Z,5000000831.0,NORMAL,true
2026-09-16T05:45:44.523274090Z,1000000932.0,NORMAL,true
2026-09-16T05:45:44.524590983Z,5000000932.0,NORMAL,true
2026-09-16T05:45:44.623004269Z,5000001031.0,NORMAL,true
2026-09-16T05:45:44.624321019Z,1000001033.0,NORMAL,true
2026-09-16T05:45:44.723657660Z,1000001133.0,NORMAL,true
2026-09-16T05:45:44.724763139Z,5000001132.0,NORMAL,true
2026-09-16T05:45:44.823430105Z,1000001233.0,NORMAL,true
2026-09-16T05:45:44.824369935Z,5000001232.0,NORMAL,true
2026-09-16T05:45:44.923640974Z,5000001332.0,NORMAL,true
2026-09-16T05:45:44.924624997Z,1000001333.0,NORMAL,true
2026-09-16T05:45:45.023677810Z,5000001432.0,NORMAL,true
2026-09-16T05:45:45.087615755Z,1000001433.0,NORMAL,true
2026-09-16T05:45:45.123577230Z,5000001532.0,NORMAL,true
2026-09-16T05:45:45.124852533Z,1000001532.0,NORMAL,true
2026-09-16T05:45:45.223874217Z,5000001632.0,NORMAL,true
2026-09-16T05:45:45.225321185Z,1000001633.0,NORMAL,true
2026-09-16T05:45:45.323425488Z,5000001731.0,NORMAL,true
2026-09-16T05:45:45.324518611Z,1000001733.0,NORMAL,true
2026-09-16T05:45:45.423197067Z,5000001831.0,NORMAL,true
2026-09-16T05:45:45.424315785Z,1000001833.0,NORMAL,true
2026-09-16T05:45:45.523288693Z,1000001933.0,NORMAL,true
2026-09-16T05:45:45.524166373Z,5000001932.0,NORMAL,true
2026-09-16T05:45:45.622756714Z,5000002031.0,NORMAL,true
2026-09-16T05:45:45.623769365Z,1000002033.0,NORMAL,true
2026-09-16T05:45:45.723488979Z,5000002131.0,NORMAL,true
2026-09-16T05:45:45.724747409Z,1000002133.0,NORMAL,true
2026-09-16T05:45:45.823203721Z,1000002232.0,NORMAL,true
2026-09-16T05:45:45.824367030Z,5000002232.0,NORMAL,true
2026-09-16T05:45:45.923491094Z,5000002331.0,NORMAL,true
2026-09-16T05:45:45.924621241Z,1000002333.0,NORMAL,true
2026-09-16T05:45:46.022940574Z,1000002432.0,NORMAL,true
2026-09-16T05:45:46.052204633Z,5000002432.0,NORMAL,true
2026-09-16T05:45:46.123498772Z,5000002531.0,NORMAL,true
2026-09-16T05:45:46.124549553Z,1000002533.0,NORMAL,true
2026-09-16T05:45:46.222212613Z,5000002631.0,NORMAL,true
2026-09-16T05:45:46.223274274Z,1000002633.0,NORMAL,true
2026-09-16T05:45:46.322933667Z,1000002732.0,NORMAL,true
2026-09-16T05:45:46.324149559Z,5000002732.0,NORMAL,true
2026-09-16T05:45:46.422729199Z,1000002832.0,NORMAL,true
2026-09-16T05:45:46.423897777Z,5000002832.0,NORMAL,true
2026-09-16T05:45:46.522905498Z,1000002932.0,NORMAL,true
2026-09-16T05:45:46.523997765Z,5000002932.0,NORMAL,true
2026-09-16T05:45:46.622690214Z,5000003031.0,NORMAL,true
2026-09-16T05:45:46.623793396Z,1000003032.0,NORMAL,true
2026-09-16T05:45:46.722640505Z,5000003131.0,NORMAL,true
2026-09-16T05:45:46.724035934Z,1000003132.0,NORMAL,true
2026-09-16T05:45:46.822110116Z,1000003232.0,NORMAL,true
2026-09-16T05:45:46.823420098Z,5000003231.0,NORMAL,true
2026-09-16T05:45:46.923400028Z,1000003333.0,NORMAL,true
2026-09-16T05:45:46.924402953Z,5000003332.0,NORMAL,true
2026-09-16T05:45:47.022931779Z,1000003432.0,NORMAL,true
2026-09-16T05:45:47.067022203Z,5000003431.0,NORMAL,true
2026-09-16T05:45:47.122613875Z,1000003532.0,NORMAL,true
2026-09-16T05:45:47.123473791Z,5000003532.0,NORMAL,true
2026-09-16T05:45:47.222512845Z,1000003632.0,NORMAL,true
2026-09-16T05:45:47.223635776Z,5000003632.0,NORMAL,true
2026-09-16T05:45:47.322792025Z,5000003731.0,NORMAL,true
2026-09-16T05:45:47.323781996Z,1000003733.0,NORMAL,true
2026-09-16T05:45:47.422803332Z,5000003831.0,NORMAL,true
2026-09-16T05:45:47.423882307Z,1000003832.0,NORMAL,true
2026-09-16T05:45:47.522234555Z,1000003932.0,NORMAL,true
