timestamp,raw_heap_metric,raw_gc_metric,raw_mempool_size,normalized_H_t,normalized_G_t,normalized_Q_mem,RPI,current_mode,previous_mode,transition_event,dominant_cause,applied_action,debug_control,accepted_tx_count,rejected_tx_count,rejection_reason_breakdown
2026-09-16T04:46:56.8152172+00:00,30212432,5.686221,0,0.059009,1.000000,0.000000,0.350063,PACING,NORMAL,NORMAL->PACING,G_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:46:57.3142760+00:00,49838208,0.000000,0,0.097340,0.000000,0.000000,0.033096,NORMAL,PACING,PACING->NORMAL,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:46:57.8145328+00:00,49846432,0.000000,0,0.097356,0.000000,0.000000,0.033101,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:46:58.3138191+00:00,54671792,0.000000,0,0.106781,0.000000,0.000000,0.036305,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:46:58.8141909+00:00,54679952,0.000000,0,0.106797,0.000000,0.000000,0.036311,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:46:59.3141309+00:00,59448696,0.000000,0,0.116111,0.000000,0.000000,0.039478,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:46:59.8142588+00:00,59448696,0.000000,0,0.116111,0.000000,0.000000,0.039478,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:47:00.3140326+00:00,59539016,0.000000,0,0.116287,0.000000,0.000000,0.039538,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:47:00.8143735+00:00,59539016,0.000000,0,0.116287,0.000000,0.000000,0.039538,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:47:01.3138946+00:00,64160464,0.000000,0,0.125313,0.000000,0.000000,0.042607,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:47:01.8139808+00:00,64176656,0.000000,0,0.125345,0.000000,0.000000,0.042617,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:47:02.3145698+00:00,68872424,0.000000,0,0.134516,0.000000,0.000000,0.045736,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:47:02.8139017+00:00,101637288,0.000000,0,0.198510,0.000000,0.000000,0.067494,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,0,0,none
2026-09-16T04:47:03.3145424+00:00,111272840,0.000000,20,0.217330,0.000000,0.004883,0.075503,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,26,0,none
2026-09-16T04:47:03.8147469+00:00,111461128,0.000000,24,0.217698,0.000000,0.005859,0.075951,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,30,0,none
2026-09-16T04:47:04.3143557+00:00,112891536,0.000000,0,0.220491,0.000000,0.000000,0.074967,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,30,0,none
2026-09-16T04:47:04.8146965+00:00,112899760,0.000000,0,0.220507,0.000000,0.000000,0.074972,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,30,0,none
2026-09-16T04:47:05.3140076+00:00,113507856,0.000000,0,0.221695,0.000000,0.000000,0.075376,NORMAL,NORMAL,NONE,H_t,allow_normal,phase=none;hMul=1.000;gMul=1.000;qMul=1.000;qAdd=0.000;rpiOff=0.000,30,0,none
