timestamp,heap_bytes,gc_overhead,mempool_size,Ht,Gt,Qmem,RPI,mode,dominant_cause,action
2026-09-16T06:23:07.699566708Z,73618912,0.013410,0,0.068563,0.013410,0.000000,0.027737,NORMAL,H_t,allow_normal
2026-09-16T06:23:08.199495334Z,75716064,0.000000,0,0.070516,0.000000,0.000000,0.023975,NORMAL,H_t,allow_normal
2026-09-16T06:23:08.699535339Z,76764640,0.000000,0,0.071493,0.000000,0.000000,0.024307,NORMAL,H_t,allow_normal
2026-09-16T06:23:09.199488815Z,77813216,0.000000,0,0.072469,0.000000,0.000000,0.024640,NORMAL,H_t,allow_normal
2026-09-16T06:23:09.699534705Z,77813216,0.000000,0,0.072469,0.000000,0.000000,0.024640,NORMAL,H_t,allow_normal
2026-09-16T06:23:10.199512215Z,77813216,0.000000,0,0.072469,0.000000,0.000000,0.024640,NORMAL,H_t,allow_normal
2026-09-16T06:23:10.699520116Z,77813216,0.000000,0,0.072469,0.000000,0.000000,0.024640,NORMAL,H_t,allow_normal
2026-09-16T06:23:11.199501399Z,78861792,0.000000,0,0.073446,0.000000,0.000000,0.024972,NORMAL,H_t,allow_normal
2026-09-16T06:23:11.699538223Z,78861792,0.000000,0,0.073446,0.000000,0.000000,0.024972,NORMAL,H_t,allow_normal
2026-09-16T06:23:12.199504119Z,78861792,0.000000,0,0.073446,0.000000,0.000000,0.024972,NORMAL,H_t,allow_normal
2026-09-16T06:23:12.699523961Z,78861792,0.000000,0,0.073446,0.000000,0.000000,0.024972,NORMAL,H_t,allow_normal
2026-09-16T06:23:13.199515189Z,91444704,0.000000,0,0.085165,0.000000,0.000000,0.028956,NORMAL,H_t,allow_normal
2026-09-16T06:23:13.699523781Z,91444704,0.000000,0,0.085165,0.000000,0.000000,0.028956,NORMAL,H_t,allow_normal
2026-09-16T06:23:14.199521823Z,92493280,0.000000,0,0.086141,0.000000,0.000000,0.029288,NORMAL,H_t,allow_normal
2026-09-16T06:23:14.699520706Z,92493280,0.000000,0,0.086141,0.000000,0.000000,0.029288,NORMAL,H_t,allow_normal
2026-09-16T06:23:15.199501364Z,93541856,0.000000,0,0.087118,0.000000,0.000000,0.029620,NORMAL,H_t,allow_normal
2026-09-16T06:23:15.699520249Z,93541856,0.000000,0,0.087118,0.000000,0.000000,0.029620,NORMAL,H_t,allow_normal
2026-09-16T06:23:16.199507005Z,93541856,0.000000,0,0.087118,0.000000,0.000000,0.029620,NORMAL,H_t,allow_normal
2026-09-16T06:23:16.699527846Z,107173344,0.000000,30,0.099813,0.000000,0.007324,0.036353,NORMAL,H_t,allow_normal
2026-09-16T06:23:17.199507848Z,113464800,0.000000,0,0.105672,0.000000,0.000000,0.035929,NORMAL,H_t,allow_normal
2026-09-16T06:23:17.699534403Z,115561952,0.000000,0,0.107625,0.000000,0.000000,0.036593,NORMAL,H_t,allow_normal
2026-09-16T06:23:18.199498435Z,115561952,0.000000,0,0.107625,0.000000,0.000000,0.036593,NORMAL,H_t,allow_normal
2026-09-16T06:23:18.699541675Z,115561952,0.000000,0,0.107625,0.000000,0.000000,0.036593,NORMAL,H_t,allow_normal
2026-09-16T06:23:19.199510131Z,115561952,0.000000,0,0.107625,0.000000,0.000000,0.036593,NORMAL,H_t,allow_normal
